Category,Title,Link,Price,Location,Date,Bedrooms,SqFt,ImageURL
real estate for sale,Embassy Astra Hebbal – New Launch Luxury Apartments in Bangalore,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/embassy-astra-hebbal-new-launch-luxury/7885926649.html,"₨40,000,000",4br Bangalore,N/A,4br,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,3BHK Luxury Low-Rise Floors in Sohna– Meffier Sector 5,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/3bhk-luxury-low-rise-floors-in-sohna/7885922743.html,"₨17,500,000",3br 1650ft 2,N/A,3br,1650sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,SS Group 83 Iconic Project,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ss-group-83-iconic-project/7885912090.html,"₨27,000,000",1800ft 2 Delhi,N/A,3br,1800sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Your Next Investment: BLF Floors Sector 35,Sohna",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/your-next-investment-blf-floors-sector/7885911069.html,"₨13,500,000",1503ft 2 Sector 35,N/A,N/A,1503sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,ACE Starlit – Luxury Residences with 24×7 Security & Amenities,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-starlit-luxury-residences-with-247/7885906220.html,"₨18,200,000",2br 1350ft 2 Noida,N/A,2br,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Gaur Yamuna City Real Estate Listings – Only on My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/gaur-yamuna-city-real-estate-listings/7885904796.html,"₨14,400,000","3br 1375ft 2 Yamuna Expressway, Greater Noida",N/A,3br,1375sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,New Builder Floor in Noida Extension,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/new-builder-floor-in-noida-extension/7885904206.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Realty 360 Degree – Find Your Dream Property at One Click!,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/realty-360-degree-find-your-dream/7885902439.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are You Seeking For Farm House in Noida For Picnic?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-seeking-for-farm-house-in-noida/7885899345.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Landkhoj – Find Affordable & Residential Property in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/landkhoj-find-affordable-residential/7885437085.html,"₨4,502,500",delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ace The Nest Studio Apartments at Yamuna Expressway,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/ace-the-nest-studio-apartments-at/7885432549.html,"₨60,000,000",1br 500ft 2 Noida,N/A,1br,500sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,How to contact Amrapali Golf Homes for Site Visit?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/how-to-contact-amrapali-golf-homes-for/7885425619.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"New Launch: RG Pleiaddes Phase 3 – Sector 1, Greater Noida (West)",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/new-launch-rg-pleiaddes-phase-sector/7885425521.html,"₨60,000,000",3br 1572ft 2 Greater Noida,N/A,3br,1572sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Strategic Location: Ace Starlit Noida - IT Hubs & Business Centers,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/strategic-location-ace-starlit-noida-it/7885425204.html,"₨18,200,000",1775ft 2 Noida,N/A,3br,1775sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Find top builder floors in Noida Sector 107,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/find-top-builder-floors-in-noida-sector/7885425077.html,"₨6,200,000",2295ft 2 Noida Extension,N/A,N/A,2295sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ace Terra by ACE Group: Building Dreams with Integrity,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-terra-by-ace-group-building-dreams/7885422753.html,"₨17,700,000",3br 1770ft 2,N/A,3br,1770sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are You Searching For Affordable Properties in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-searching-for-affordable/7885421531.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,150 Sq.Yard Plots in Farukhnagar,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/150-sqyard-plots-in-farukhnagar/7885201307.html,"₨110,000,000","1350ft 2 Farukhnagar, Gurgaon",N/A,N/A,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,La Perla by BNW x Pearl Development at Al Marjan Island,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/la-perla-by-bnw-pearl-development-at-al/7885200829.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,La Perla by BNW x Pearl Development at Al Marjan Island,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/la-perla-by-bnw-pearl-development-at-al/7885200773.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7885195361.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,High rise construction,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/high-rise-construction/7885185108.html,N/A,New Delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7885176799.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7885176794.html,N/A,9/30,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What is the price of Green Beauty Farmhouse?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-is-the-price-of-green-beauty/7885174627.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Mirdad by Union Properties at Dubai Motor City, Dubai",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/mirdad-by-union-properties-at-dubai/7884939502.html,N/A,9/29,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Eldeco Sector 22D Greater Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/eldeco-sector-22d-greater-noida/7884939488.html,"₨13,000,000",3br 1550ft 2 Noida,N/A,3br,1550sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Landkhoj – Find Ready-to-Move 2 BHK Flats & Apartments in Gurgaon,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/landkhoj-find-ready-to-move-bhk-flats/7884939096.html,"₨24,000,000",delhi,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you looking to buy 2 BHK and 3 BHK apartments?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-looking-to-buy-bhk-and-bhk/7884934014.html,N/A,9/29,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Looking for the most luxurious 5 BHK villas in Noida Sector 79,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-the-most-luxurious-bhk/7884933103.html,"₨10,000,000",6750ft 2 India,N/A,N/A,6750sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you looking to buy affordable property in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/are-you-looking-to-buy-affordable/7884929098.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Looking for plots in Noida at affordable rates?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/looking-for-plots-in-noida-at/7884924364.html,"₨2,000,000",100ft 2 Greater Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Flora Farm House can be found within 80 Lacs?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/flora-farm-house-can-be-found-within-80/7884924276.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What types of villas are available in Noida?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-types-of-villas-are-available-in/7884518133.html,"₨7,800,000",29000ft 2 Noida,N/A,N/A,29000sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What is the price of Noida Extension builder floors?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/what-is-the-price-of-noida-extension/7884516325.html,"₨2,200,000",2900ft 2 Noida Extension,N/A,N/A,2900sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Which plots are reviewed specifically for farmers?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/which-plots-are-reviewed-specifically/7884509441.html,"₨2,000,000",100ft 2 Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,The Charm of Premium Living - Farmhouse in Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/the-charm-of-premium-living-farmhouse/7884509094.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Book Your Dream Home This Festival at ACE Terra, Greater Noida",https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/book-your-dream-home-this-festival-at/7884270106.html,"₨17,700,000",3br 1770ft 2 Noida,N/A,3br,1770sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Want to invest in the best builder floor in Noida Sector 107,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/want-to-invest-in-the-best-builder/7884269940.html,"₨6,800,000",1625ft 2 Noida Sector 107,N/A,N/A,1625sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Why Choose Affordable Properties in Noida Expressway?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/why-choose-affordable-properties-in/7884268149.html,N/A,Noida Expressway,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,ACE Starlit – Exclusive Festive Offers on Ready-to-Move 2 & 3 BHK Flat,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-starlit-exclusive-festive-offers-on/7884267897.html,"₨18,200,000",3br 1350ft 2 Noida,N/A,3br,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Explore the best residential plots in Greater Noida,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/explore-the-best-residential-plots-in/7884263878.html,"₨1,800,000",100ft 2 Greater Noida,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Have you heard the name of Film City? | Farm House For Sale,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/have-you-heard-the-name-of-film-city/7884261630.html,N/A,9/26,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Unmatched Luxury and Elegance at M3M St Andrews,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/unmatched-luxury-and-elegance-at-m3m-st/7884039000.html,"₨60,000,000",4br 3800ft 2 Gurgaon,N/A,4br,3800sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Want to invest in a 3 BHK luxury villa in Sector 16B, Noida Extension",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/want-to-invest-in-3-bhk-luxury-villa-in/7884032117.html,"₨10,000,000",2691ft 2 Noida Extension,N/A,N/A,2691sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Buy luxurious 3 BHK builder floor in Dev Heights,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/buy-luxurious-bhk-builder-floor-in-dev/7884027302.html,"₨8,800,000",1725ft 2 Noid,N/A,N/A,1725sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Ats Picturesque Reprieves Best Apartment In Noida 152,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ats-picturesque-reprieves-best/7884027158.html,"₨28,500,000",3br 1850ft 2 Noida,N/A,3br,1850sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,What are the amenities available at Satya Villas?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/what-are-the-amenities-available-at/7884025004.html,N/A,Noida Extension,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,ACE Starlit Noida Ready-to-Move Luxury with Festive Offers,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-starlit-noida-ready-to-move-luxury/7884024411.html,"₨18,200,000",3br 1350ft 2 Noida,N/A,3br,1350sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,"Arihant Upcoming Project – Sec-22D, Greater Noida, Yamuna Expressway",https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/arihant-upcoming-project-sec-22d/7884023922.html,"₨12,000,000",1600ft 2 Greater Noida,N/A,N/A,1600sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Looking for affordable residential plots to build your home in Gujarat,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/looking-for-affordable-residential/7884023781.html,"₨1,100,000","100ft 2 Dholera, Gujarat, India",N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Great opportunity to invest in property in Ghaziabad,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/great-opportunity-to-invest-in-property/7884017615.html,"₨2,200,000",100ft 2 Ghaziabad,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are You Looking For 1 Bhiga Farmhouse?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-looking-for-bhiga-farmhouse/7884017317.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Krisumi Waterside Residences Sector 36A – Luxury 2 & 3 BHK Apartments,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/krisumi-waterside-residences-sector-36a/7883790622.html,"₨181,800,000",4br 3921ft 2,N/A,4br,3921sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Buy the best plots in Jewar for Rs 18 lakh today,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/buy-the-best-plots-in-jewar-for-rs-18/7883788782.html,"₨1,800,000",100ft 2 Jewar,N/A,N/A,100sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Godrej Majesty Noida Extension,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/godrej-majesty-noida-extension/7883787392.html,"₨24,500,000",3br 1754ft 2 Noida extension,N/A,3br,1754sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Get a chance to stay in a farmhouse filled with greenery,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/get-chance-to-stay-in-farmhouse-filled/7883785740.html,N/A,Noida,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Are you looking for a good society as per your budget?,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/are-you-looking-for-good-society-as-per/7883781994.html,N/A,9/24,N/A,N/A,N/A,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,ACE Terra – Vastu-Compliant Luxury Apartments on Yamuna Expressway,https://delhi.craigslist.orghttps://delhi.craigslist.org/reo/d/ace-terra-vastu-compliant-luxury/7883780217.html,"₨17,700,000","3br 1770ft 2 Noida, Greater Noida",N/A,3br,1770sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
real estate for sale,Spacious 2 BHK Apartments on Noida Expressway at My Property Fact,https://delhi.craigslist.orghttps://delhi.craigslist.org/reb/d/spacious-bhk-apartments-on-noida/7883779613.html,"₨20,900,000","2br 1022ft 2 Sector 22A Yamuna Expressway, Greater Noida",N/A,2br,1022sqft,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAAtJREFUGFdjYAACAAAFAAGq1chRAAAAAElFTkSuQmCC"
